,tags,words
189,-,-
190,-,-
191,-,-
192,-,-
193,dseo,quiero
194,cmpr,comprar
195,uno,unos
196,pdcto,laptops
197,-,-
198,-,-
199,-,-
200,-,-
201,-,-
202,-,-
203,dseo,quiero
204,cmpr,comprar
205,uno,una
206,pdcto,auto
207,-,-
208,-,-
209,-,-
210,-,-
211,-,-
212,-,-
213,dseo,quiero
214,cmpr,comprar
215,uno,una
216,pdcto,autos
217,-,-
218,-,-
219,-,-
220,-,-
221,-,-
222,-,-
223,dseo,quiero
224,cmpr,comprar
225,uno,una
226,pdcto,lavadora
227,-,-
228,-,-
229,-,-
230,-,-
231,-,-
232,-,-
233,dseo,quiero
234,cmpr,comprar
235,uno,una
236,pdcto,lavadoras
237,-,-
238,-,-
239,-,-
240,-,-
241,-,-
242,-,-
243,dseo,quiero
244,cmpr,comprar
245,uno,una
246,pdcto,mueble
247,-,-
248,-,-
249,-,-
250,-,-
251,-,-
252,-,-
253,dseo,quiero
254,cmpr,comprar
255,uno,una
256,pdcto,muebles
257,-,-
258,-,-
259,-,-
260,-,-
261,-,-
262,-,-
263,dseo,quiero
264,cmpr,comprar
265,uno,una
266,pdcto,computadora
267,-,-
268,-,-
269,-,-
270,-,-
271,-,-
272,-,-
273,dseo,quiero
274,cmpr,comprar
275,uno,una
276,pdcto,computadoras
277,-,-
278,-,-
279,-,-
280,-,-
281,-,-
282,-,-
283,dseo,quiero
284,cmpr,comprar
285,uno,una
286,pdcto,laptop
287,-,-
288,-,-
289,-,-
290,-,-
291,-,-
292,-,-
293,dseo,quiero
294,cmpr,comprar
295,uno,una
296,pdcto,laptops
297,-,-
298,-,-
299,-,-
300,-,-
301,-,-
302,-,-
303,dseo,quiero
304,cmpr,comprar
305,uno,unas
306,pdcto,auto
307,-,-
308,-,-
309,-,-
310,-,-
311,-,-
312,-,-
313,dseo,quiero
314,cmpr,comprar
315,uno,unas
316,pdcto,autos
317,-,-
318,-,-
319,-,-
320,-,-
321,-,-
322,-,-
323,dseo,quiero
324,cmpr,comprar
325,uno,unas
326,pdcto,lavadora
327,-,-
328,-,-
329,-,-
330,-,-
331,-,-
332,-,-
333,dseo,quiero
334,cmpr,comprar
335,uno,unas
336,pdcto,lavadoras
337,-,-
338,-,-
339,-,-
340,-,-
341,-,-
342,-,-
343,dseo,quiero
344,cmpr,comprar
345,uno,unas
346,pdcto,mueble
347,-,-
348,-,-
349,-,-
350,-,-
351,-,-
352,-,-
353,dseo,quiero
354,cmpr,comprar
355,uno,unas
356,pdcto,muebles
357,-,-
358,-,-
359,-,-
360,-,-
361,-,-
362,-,-
363,dseo,quiero
364,cmpr,comprar
365,uno,unas
366,pdcto,computadora
367,-,-
368,-,-
369,-,-
370,-,-
371,-,-
372,-,-
373,dseo,quiero
374,cmpr,comprar
375,uno,unas
376,pdcto,computadoras
377,-,-
378,-,-
379,-,-
380,-,-
381,-,-
382,-,-
383,dseo,quiero
384,cmpr,comprar
385,uno,unas
386,pdcto,laptop
387,-,-
388,-,-
389,-,-
390,-,-
391,-,-
392,-,-
393,dseo,quiero
394,cmpr,comprar
395,uno,unas
396,pdcto,laptops
397,-,-
398,-,-
399,-,-
400,-,-
401,-,-
402,-,-
403,dseo,quiero
404,cmpr,adquirir
405,uno,un
406,pdcto,auto
407,-,-
408,-,-
409,-,-
410,-,-
411,-,-
412,-,-
413,dseo,quiero
414,cmpr,adquirir
415,uno,un
416,pdcto,autos
417,-,-
418,-,-
419,-,-
420,-,-
421,-,-
422,-,-
423,dseo,quiero
424,cmpr,adquirir
425,uno,un
426,pdcto,lavadora
427,-,-
428,-,-
429,-,-
430,-,-
431,-,-
432,-,-
433,dseo,quiero
434,cmpr,adquirir
435,uno,un
436,pdcto,lavadoras
437,-,-
438,-,-
439,-,-
440,-,-
441,-,-
442,-,-
443,dseo,quiero
444,cmpr,adquirir
445,uno,un
446,pdcto,mueble
447,-,-
448,-,-
449,-,-
450,-,-
451,-,-
452,-,-
453,dseo,quiero
454,cmpr,adquirir
455,uno,un
456,pdcto,muebles
457,-,-
458,-,-
459,-,-
460,-,-
461,-,-
462,-,-
463,dseo,quiero
464,cmpr,adquirir
465,uno,un
466,pdcto,computadora
467,-,-
468,-,-
469,-,-
470,-,-
471,-,-
472,-,-
473,dseo,quiero
474,cmpr,adquirir
475,uno,un
476,pdcto,computadoras
477,-,-
478,-,-
479,-,-
480,-,-
481,-,-
482,-,-
483,dseo,quiero
484,cmpr,adquirir
485,uno,un
486,pdcto,laptop
487,-,-
488,-,-
489,-,-
490,-,-
491,-,-
492,-,-
493,dseo,quiero
494,cmpr,adquirir
495,uno,un
496,pdcto,laptops
497,-,-
498,-,-
499,-,-
500,-,-
501,-,-
502,-,-
503,dseo,quiero
504,cmpr,adquirir
505,uno,unos
506,pdcto,auto
507,-,-
508,-,-
509,-,-
510,-,-
511,-,-
512,-,-
513,dseo,quiero
514,cmpr,adquirir
515,uno,unos
516,pdcto,autos
517,-,-
518,-,-
519,-,-
520,-,-
521,-,-
522,-,-
523,dseo,quiero
524,cmpr,adquirir
525,uno,unos
526,pdcto,lavadora
527,-,-
528,-,-
529,-,-
530,-,-
531,-,-
532,-,-
533,dseo,quiero
534,cmpr,adquirir
535,uno,unos
536,pdcto,lavadoras
537,-,-
538,-,-
539,-,-
540,-,-
541,-,-
542,-,-
543,dseo,quiero
544,cmpr,adquirir
545,uno,unos
546,pdcto,mueble
547,-,-
548,-,-
549,-,-
550,-,-
551,-,-
552,-,-
553,dseo,quiero
554,cmpr,adquirir
555,uno,unos
556,pdcto,muebles
557,-,-
558,-,-
559,-,-
560,-,-
561,-,-
562,-,-
563,dseo,quiero
564,cmpr,adquirir
565,uno,unos
566,pdcto,computadora
567,-,-
568,-,-
569,-,-
570,-,-
571,-,-
572,-,-
573,dseo,quiero
574,cmpr,adquirir
575,uno,unos
576,pdcto,computadoras
577,-,-
578,-,-
579,-,-
580,-,-
581,-,-
582,-,-
583,dseo,quiero
584,cmpr,adquirir
585,uno,unos
586,pdcto,laptop
587,-,-
588,-,-
589,-,-
590,-,-
591,-,-
592,-,-
593,dseo,quiero
594,cmpr,adquirir
595,uno,unos
596,pdcto,laptops
597,-,-
598,-,-
599,-,-
600,-,-
601,-,-
602,-,-
603,dseo,quiero
604,cmpr,adquirir
605,uno,una
606,pdcto,auto
607,-,-
608,-,-
609,-,-
610,-,-
611,-,-
612,-,-
613,dseo,quiero
614,cmpr,adquirir
615,uno,una
616,pdcto,autos
617,-,-
618,-,-
619,-,-
620,-,-
621,-,-
622,-,-
623,dseo,quiero
624,cmpr,adquirir
625,uno,una
626,pdcto,lavadora
627,-,-
628,-,-
629,-,-
630,-,-
631,-,-
632,-,-
633,dseo,quiero
634,cmpr,adquirir
635,uno,una
636,pdcto,lavadoras
637,-,-
638,-,-
639,-,-
640,-,-
641,-,-
642,-,-
643,dseo,quiero
644,cmpr,adquirir
645,uno,una
646,pdcto,mueble
647,-,-
648,-,-
649,-,-
650,-,-
651,-,-
652,-,-
653,dseo,quiero
654,cmpr,adquirir
655,uno,una
656,pdcto,muebles
657,-,-
658,-,-
659,-,-
660,-,-
661,-,-
662,-,-
663,dseo,quiero
664,cmpr,adquirir
665,uno,una
666,pdcto,computadora
667,-,-
668,-,-
669,-,-
670,-,-
671,-,-
672,-,-
673,dseo,quiero
674,cmpr,adquirir
675,uno,una
676,pdcto,computadoras
677,-,-
678,-,-
679,-,-
680,-,-
681,-,-
682,-,-
683,dseo,quiero
684,cmpr,adquirir
685,uno,una
686,pdcto,laptop
687,-,-
688,-,-
689,-,-
690,-,-
691,-,-
692,-,-
693,dseo,quiero
694,cmpr,adquirir
695,uno,una
696,pdcto,laptops
697,-,-
698,-,-
699,-,-
700,-,-
701,-,-
702,-,-
703,dseo,quiero
704,cmpr,adquirir
705,uno,unas
706,pdcto,auto
707,-,-
708,-,-
709,-,-
710,-,-
711,-,-
712,-,-
713,dseo,quiero
714,cmpr,adquirir
715,uno,unas
716,pdcto,autos
717,-,-
718,-,-
719,-,-
720,-,-
721,-,-
722,-,-
723,dseo,quiero
724,cmpr,adquirir
725,uno,unas
726,pdcto,lavadora
727,-,-
728,-,-
729,-,-
730,-,-
731,-,-
732,-,-
733,dseo,quiero
734,cmpr,adquirir
735,uno,unas
736,pdcto,lavadoras
737,-,-
738,-,-
739,-,-
740,-,-
741,-,-
742,-,-
743,dseo,quiero
744,cmpr,adquirir
745,uno,unas
746,pdcto,mueble
747,-,-
748,-,-
749,-,-
750,-,-
751,-,-
752,-,-
753,dseo,quiero
754,cmpr,adquirir
755,uno,unas
756,pdcto,muebles
757,-,-
758,-,-
759,-,-
760,-,-
761,-,-
762,-,-
763,dseo,quiero
764,cmpr,adquirir
765,uno,unas
766,pdcto,computadora
767,-,-
768,-,-
769,-,-
770,-,-
771,-,-
772,-,-
773,dseo,quiero
774,cmpr,adquirir
775,uno,unas
776,pdcto,computadoras
777,-,-
778,-,-
779,-,-
780,-,-
781,-,-
782,-,-
783,dseo,quiero
784,cmpr,adquirir
785,uno,unas
786,pdcto,laptop
787,-,-
788,-,-
789,-,-
790,-,-
791,-,-
792,-,-
793,dseo,quiero
794,cmpr,adquirir
795,uno,unas
796,pdcto,laptops
797,-,-
798,-,-
799,-,-
800,-,-
801,-,-
802,-,-
803,dseo,quiero
804,cmpr,conseguir
805,uno,un
806,pdcto,auto
807,-,-
808,-,-
809,-,-
810,-,-
811,-,-
812,-,-
813,dseo,quiero
814,cmpr,conseguir
815,uno,un
816,pdcto,autos
817,-,-
818,-,-
819,-,-
820,-,-
821,-,-
822,-,-
823,dseo,quiero
824,cmpr,conseguir
825,uno,un
826,pdcto,lavadora
827,-,-
828,-,-
829,-,-
830,-,-
831,-,-
832,-,-
833,dseo,quiero
834,cmpr,conseguir
835,uno,un
836,pdcto,lavadoras
837,-,-
838,-,-
839,-,-
840,-,-
841,-,-
842,-,-
843,dseo,quiero
844,cmpr,conseguir
845,uno,un
846,pdcto,mueble
847,-,-
848,-,-
849,-,-
850,-,-
851,-,-
852,-,-
853,dseo,quiero
854,cmpr,conseguir
855,uno,un
856,pdcto,muebles
857,-,-
858,-,-
859,-,-
860,-,-
861,-,-
862,-,-
863,dseo,quiero
864,cmpr,conseguir
865,uno,un
866,pdcto,computadora
867,-,-
868,-,-
869,-,-
870,-,-
871,-,-
872,-,-
873,dseo,quiero
874,cmpr,conseguir
875,uno,un
876,pdcto,computadoras
877,-,-
878,-,-
879,-,-
880,-,-
881,-,-
882,-,-
883,dseo,quiero
884,cmpr,conseguir
885,uno,un
886,pdcto,laptop
887,-,-
888,-,-
889,-,-
890,-,-
891,-,-
892,-,-
893,dseo,quiero
894,cmpr,conseguir
895,uno,un
896,pdcto,laptops
897,-,-
898,-,-
899,-,-
900,-,-
901,-,-
902,-,-
903,dseo,quiero
904,cmpr,conseguir
905,uno,unos
906,pdcto,auto
907,-,-
908,-,-
909,-,-
910,-,-
911,-,-
912,-,-
913,dseo,quiero
914,cmpr,conseguir
915,uno,unos
916,pdcto,autos
917,-,-
918,-,-
919,-,-
920,-,-
921,-,-
922,-,-
923,dseo,quiero
924,cmpr,conseguir
925,uno,unos
926,pdcto,lavadora
927,-,-
928,-,-
929,-,-
930,-,-
931,-,-
932,-,-
933,dseo,quiero
934,cmpr,conseguir
935,uno,unos
936,pdcto,lavadoras
937,-,-
938,-,-
939,-,-
940,-,-
941,-,-
942,-,-
943,dseo,quiero
944,cmpr,conseguir
945,uno,unos
946,pdcto,mueble
947,-,-
948,-,-
949,-,-
950,-,-
951,-,-
952,-,-
953,dseo,quiero
954,cmpr,conseguir
955,uno,unos
956,pdcto,muebles
957,-,-
958,-,-
959,-,-
960,-,-
961,-,-
962,-,-
963,dseo,quiero
964,cmpr,conseguir
965,uno,unos
966,pdcto,computadora
967,-,-
968,-,-
969,-,-
970,-,-
971,-,-
972,-,-
973,dseo,quiero
974,cmpr,conseguir
975,uno,unos
976,pdcto,computadoras
977,-,-
978,-,-
979,-,-
980,-,-
981,-,-
982,-,-
983,dseo,quiero
984,cmpr,conseguir
985,uno,unos
986,pdcto,laptop
987,-,-
988,-,-
989,-,-
990,-,-
991,-,-
992,-,-
993,dseo,quiero
994,cmpr,conseguir
995,uno,unos
996,pdcto,laptops
997,-,-
998,-,-
999,-,-
1000,-,-
1001,-,-
1002,-,-
1003,dseo,quiero
1004,cmpr,conseguir
1005,uno,una
1006,pdcto,auto
1007,-,-
1008,-,-
1009,-,-
1010,-,-
1011,-,-
1012,-,-
1013,dseo,quiero
1014,cmpr,conseguir
1015,uno,una
1016,pdcto,autos
1017,-,-
1018,-,-
1019,-,-
1020,-,-
1021,-,-
1022,-,-
1023,dseo,quiero
1024,cmpr,conseguir
1025,uno,una
1026,pdcto,lavadora
1027,-,-
1028,-,-
1029,-,-
1030,-,-
1031,-,-
1032,-,-
1033,dseo,quiero
1034,cmpr,conseguir
1035,uno,una
1036,pdcto,lavadoras
1037,-,-
1038,-,-
1039,-,-
1040,-,-
1041,-,-
1042,-,-
1043,dseo,quiero
1044,cmpr,conseguir
1045,uno,una
1046,pdcto,mueble
1047,-,-
1048,-,-
1049,-,-
1050,-,-
1051,-,-
1052,-,-
1053,dseo,quiero
1054,cmpr,conseguir
1055,uno,una
1056,pdcto,muebles
1057,-,-
1058,-,-
1059,-,-
1060,-,-
1061,-,-
1062,-,-
1063,dseo,quiero
1064,cmpr,conseguir
1065,uno,una
1066,pdcto,computadora
1067,-,-
1068,-,-
1069,-,-
1070,-,-
1071,-,-
1072,-,-
1073,dseo,quiero
1074,cmpr,conseguir
1075,uno,una
1076,pdcto,computadoras
1077,-,-
1078,-,-
1079,-,-
1080,-,-
1081,-,-
1082,-,-
1083,dseo,quiero
1084,cmpr,conseguir
1085,uno,una
1086,pdcto,laptop
1087,-,-
1088,-,-
1089,-,-
1090,-,-
1091,-,-
1092,-,-
1093,dseo,quiero
1094,cmpr,conseguir
1095,uno,una
1096,pdcto,laptops
1097,-,-
1098,-,-
1099,-,-
1100,-,-
1101,-,-
1102,-,-
1103,dseo,quiero
1104,cmpr,conseguir
1105,uno,unas
1106,pdcto,auto
1107,-,-
1108,-,-
1109,-,-
1110,-,-
1111,-,-
1112,-,-
1113,dseo,quiero
1114,cmpr,conseguir
1115,uno,unas
1116,pdcto,autos
1117,-,-
1118,-,-
1119,-,-
1120,-,-
1121,-,-
1122,-,-
1123,dseo,quiero
1124,cmpr,conseguir
1125,uno,unas
1126,pdcto,lavadora
1127,-,-
1128,-,-
1129,-,-
1130,-,-
1131,-,-
1132,-,-
1133,dseo,quiero
1134,cmpr,conseguir
1135,uno,unas
1136,pdcto,lavadoras
1137,-,-
1138,-,-
1139,-,-
1140,-,-
1141,-,-
1142,-,-
1143,dseo,quiero
1144,cmpr,conseguir
1145,uno,unas
1146,pdcto,mueble
1147,-,-
1148,-,-
1149,-,-
1150,-,-
1151,-,-
1152,-,-
1153,dseo,quiero
1154,cmpr,conseguir
1155,uno,unas
1156,pdcto,muebles
1157,-,-
1158,-,-
1159,-,-
1160,-,-
1161,-,-
1162,-,-
1163,dseo,quiero
1164,cmpr,conseguir
1165,uno,unas
1166,pdcto,computadora
1167,-,-
1168,-,-
1169,-,-
1170,-,-
1171,-,-
1172,-,-
1173,dseo,quiero
1174,cmpr,conseguir
1175,uno,unas
1176,pdcto,computadoras
1177,-,-
1178,-,-
1179,-,-
1180,-,-
1181,-,-
1182,-,-
1183,dseo,quiero
1184,cmpr,conseguir
1185,uno,unas
1186,pdcto,laptop
1187,-,-
1188,-,-
1189,-,-
1190,-,-
1191,-,-
1192,-,-
1193,dseo,quiero
1194,cmpr,conseguir
1195,uno,unas
1196,pdcto,laptops
1197,-,-
1198,-,-
1199,-,-
1200,-,-
1201,-,-
1202,-,-
1203,dseo,quiero
1204,cmpr,ubicar
1205,uno,un
1206,pdcto,auto
1207,-,-
1208,-,-
1209,-,-
1210,-,-
1211,-,-
1212,-,-
1213,dseo,quiero
1214,cmpr,ubicar
1215,uno,un
1216,pdcto,autos
1217,-,-
1218,-,-
1219,-,-
1220,-,-
1221,-,-
1222,-,-
1223,dseo,quiero
1224,cmpr,ubicar
1225,uno,un
1226,pdcto,lavadora
1227,-,-
1228,-,-
1229,-,-
1230,-,-
1231,-,-
1232,-,-
1233,dseo,quiero
1234,cmpr,ubicar
1235,uno,un
1236,pdcto,lavadoras
1237,-,-
1238,-,-
1239,-,-
1240,-,-
1241,-,-
1242,-,-
1243,dseo,quiero
1244,cmpr,ubicar
1245,uno,un
1246,pdcto,mueble
1247,-,-
1248,-,-
1249,-,-
1250,-,-
1251,-,-
1252,-,-
1253,dseo,quiero
1254,cmpr,ubicar
1255,uno,un
1256,pdcto,muebles
1257,-,-
1258,-,-
1259,-,-
1260,-,-
1261,-,-
1262,-,-
1263,dseo,quiero
1264,cmpr,ubicar
1265,uno,un
1266,pdcto,computadora
1267,-,-
1268,-,-
1269,-,-
1270,-,-
1271,-,-
1272,-,-
1273,dseo,quiero
1274,cmpr,ubicar
1275,uno,un
1276,pdcto,computadoras
1277,-,-
1278,-,-
1279,-,-
1280,-,-
1281,-,-
1282,-,-
1283,dseo,quiero
1284,cmpr,ubicar
1285,uno,un
1286,pdcto,laptop
1287,-,-
1288,-,-
1289,-,-
1290,-,-
1291,-,-
1292,-,-
1293,dseo,quiero
1294,cmpr,ubicar
1295,uno,un
1296,pdcto,laptops
1297,-,-
1298,-,-
1299,-,-
1300,-,-
1301,-,-
1302,-,-
1303,dseo,quiero
1304,cmpr,ubicar
1305,uno,unos
1306,pdcto,auto
1307,-,-
1308,-,-
1309,-,-
1310,-,-
1311,-,-
1312,-,-
1313,dseo,quiero
1314,cmpr,ubicar
1315,uno,unos
1316,pdcto,autos
1317,-,-
1318,-,-
1319,-,-
1320,-,-
1321,-,-
1322,-,-
1323,dseo,quiero
1324,cmpr,ubicar
1325,uno,unos
1326,pdcto,lavadora
1327,-,-
1328,-,-
1329,-,-
1330,-,-
1331,-,-
1332,-,-
1333,dseo,quiero
1334,cmpr,ubicar
1335,uno,unos
1336,pdcto,lavadoras
1337,-,-
1338,-,-
1339,-,-
1340,-,-
1341,-,-
1342,-,-
1343,dseo,quiero
1344,cmpr,ubicar
1345,uno,unos
1346,pdcto,mueble
1347,-,-
1348,-,-
1349,-,-
1350,-,-
1351,-,-
1352,-,-
1353,dseo,quiero
1354,cmpr,ubicar
1355,uno,unos
1356,pdcto,muebles
1357,-,-
1358,-,-
1359,-,-
1360,-,-
1361,-,-
1362,-,-
1363,dseo,quiero
1364,cmpr,ubicar
1365,uno,unos
1366,pdcto,computadora
1367,-,-
1368,-,-
1369,-,-
1370,-,-
1371,-,-
1372,-,-
1373,dseo,quiero
1374,cmpr,ubicar
1375,uno,unos
1376,pdcto,computadoras
1377,-,-
1378,-,-
1379,-,-
1380,-,-
1381,-,-
1382,-,-
1383,dseo,quiero
1384,cmpr,ubicar
1385,uno,unos
1386,pdcto,laptop
1387,-,-
1388,-,-
1389,-,-
1390,-,-
1391,-,-
1392,-,-
1393,dseo,quiero
1394,cmpr,ubicar
1395,uno,unos
1396,pdcto,laptops
1397,-,-
1398,-,-
1399,-,-
1400,-,-
1401,-,-
1402,-,-
1403,dseo,quiero
1404,cmpr,ubicar
1405,uno,una
1406,pdcto,auto
1407,-,-
1408,-,-
1409,-,-
1410,-,-
1411,-,-
1412,-,-
1413,dseo,quiero
1414,cmpr,ubicar
1415,uno,una
1416,pdcto,autos
1417,-,-
1418,-,-
1419,-,-
1420,-,-
1421,-,-
1422,-,-
1423,dseo,quiero
1424,cmpr,ubicar
1425,uno,una
1426,pdcto,lavadora
1427,-,-
1428,-,-
1429,-,-
1430,-,-
1431,-,-
1432,-,-
1433,dseo,quiero
1434,cmpr,ubicar
1435,uno,una
1436,pdcto,lavadoras
1437,-,-
1438,-,-
1439,-,-
1440,-,-
1441,-,-
1442,-,-
1443,dseo,quiero
1444,cmpr,ubicar
1445,uno,una
1446,pdcto,mueble
1447,-,-
1448,-,-
1449,-,-
1450,-,-
1451,-,-
1452,-,-
1453,dseo,quiero
1454,cmpr,ubicar
1455,uno,una
1456,pdcto,muebles
1457,-,-
1458,-,-
1459,-,-
1460,-,-
1461,-,-
1462,-,-
1463,dseo,quiero
1464,cmpr,ubicar
1465,uno,una
1466,pdcto,computadora
1467,-,-
1468,-,-
1469,-,-
1470,-,-
1471,-,-
1472,-,-
1473,dseo,quiero
1474,cmpr,ubicar
1475,uno,una
1476,pdcto,computadoras
1477,-,-
1478,-,-
1479,-,-
1480,-,-
1481,-,-
1482,-,-
1483,dseo,quiero
1484,cmpr,ubicar
1485,uno,una
1486,pdcto,laptop
1487,-,-
1488,-,-
1489,-,-
1490,-,-
1491,-,-
1492,-,-
1493,dseo,quiero
1494,cmpr,ubicar
1495,uno,una
1496,pdcto,laptops
1497,-,-
1498,-,-
1499,-,-
1500,-,-
1501,-,-
1502,-,-
1503,dseo,quiero
1504,cmpr,ubicar
1505,uno,unas
1506,pdcto,auto
1507,-,-
1508,-,-
1509,-,-
1510,-,-
1511,-,-
1512,-,-
1513,dseo,quiero
1514,cmpr,ubicar
1515,uno,unas
1516,pdcto,autos
1517,-,-
1518,-,-
1519,-,-
1520,-,-
1521,-,-
1522,-,-
1523,dseo,quiero
1524,cmpr,ubicar
1525,uno,unas
1526,pdcto,lavadora
1527,-,-
1528,-,-
1529,-,-
1530,-,-
1531,-,-
1532,-,-
1533,dseo,quiero
1534,cmpr,ubicar
1535,uno,unas
1536,pdcto,lavadoras
1537,-,-
1538,-,-
1539,-,-
1540,-,-
1541,-,-
1542,-,-
1543,dseo,quiero
1544,cmpr,ubicar
1545,uno,unas
1546,pdcto,mueble
1547,-,-
1548,-,-
1549,-,-
1550,-,-
1551,-,-
1552,-,-
1553,dseo,quiero
1554,cmpr,ubicar
1555,uno,unas
1556,pdcto,muebles
1557,-,-
1558,-,-
1559,-,-
1560,-,-
1561,-,-
1562,-,-
1563,dseo,quiero
1564,cmpr,ubicar
1565,uno,unas
1566,pdcto,computadora
1567,-,-
1568,-,-
1569,-,-
1570,-,-
1571,-,-
1572,-,-
1573,dseo,quiero
1574,cmpr,ubicar
1575,uno,unas
1576,pdcto,computadoras
1577,-,-
1578,-,-
1579,-,-
1580,-,-
1581,-,-
1582,-,-
1583,dseo,quiero
1584,cmpr,ubicar
1585,uno,unas
1586,pdcto,laptop
1587,-,-
1588,-,-
1589,-,-
1590,-,-
1591,-,-
1592,-,-
1593,dseo,quiero
1594,cmpr,ubicar
1595,uno,unas
1596,pdcto,laptops
1597,-,-
1598,-,-
1599,-,-
1600,-,-
1601,-,-
1602,-,-
1603,dseo,quiero
1604,cmpr,obtener
1605,uno,un
1606,pdcto,auto
1607,-,-
1608,-,-
1609,-,-
1610,-,-
1611,-,-
1612,-,-
1613,dseo,quiero
1614,cmpr,obtener
1615,uno,un
1616,pdcto,autos
1617,-,-
1618,-,-
1619,-,-
1620,-,-
1621,-,-
1622,-,-
1623,dseo,quiero
1624,cmpr,obtener
1625,uno,un
1626,pdcto,lavadora
1627,-,-
1628,-,-
1629,-,-
1630,-,-
1631,-,-
1632,-,-
1633,dseo,quiero
1634,cmpr,obtener
1635,uno,un
1636,pdcto,lavadoras
1637,-,-
1638,-,-
1639,-,-
1640,-,-
1641,-,-
1642,-,-
1643,dseo,quiero
1644,cmpr,obtener
1645,uno,un
1646,pdcto,mueble
1647,-,-
1648,-,-
1649,-,-
1650,-,-
1651,-,-
1652,-,-
1653,dseo,quiero
1654,cmpr,obtener
1655,uno,un
1656,pdcto,muebles
1657,-,-
1658,-,-
1659,-,-
1660,-,-
1661,-,-
1662,-,-
1663,dseo,quiero
1664,cmpr,obtener
1665,uno,un
1666,pdcto,computadora
1667,-,-
1668,-,-
1669,-,-
1670,-,-
1671,-,-
1672,-,-
1673,dseo,quiero
1674,cmpr,obtener
1675,uno,un
1676,pdcto,computadoras
1677,-,-
1678,-,-
1679,-,-
1680,-,-
1681,-,-
1682,-,-
1683,dseo,quiero
1684,cmpr,obtener
1685,uno,un
1686,pdcto,laptop
1687,-,-
1688,-,-
1689,-,-
1690,-,-
1691,-,-
1692,-,-
1693,dseo,quiero
1694,cmpr,obtener
1695,uno,un
1696,pdcto,laptops
1697,-,-
1698,-,-
1699,-,-
1700,-,-
1701,-,-
1702,-,-
1703,dseo,quiero
1704,cmpr,obtener
1705,uno,unos
1706,pdcto,auto
1707,-,-
1708,-,-
1709,-,-
1710,-,-
1711,-,-
1712,-,-
1713,dseo,quiero
1714,cmpr,obtener
1715,uno,unos
1716,pdcto,autos
1717,-,-
1718,-,-
1719,-,-
1720,-,-
1721,-,-
1722,-,-
1723,dseo,quiero
1724,cmpr,obtener
1725,uno,unos
1726,pdcto,lavadora
1727,-,-
1728,-,-
1729,-,-
1730,-,-
1731,-,-
1732,-,-
1733,dseo,quiero
1734,cmpr,obtener
